"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"372022";"Objeto: CREDENCIAMENTO DE ORGANIZAÇÕES DE SAÚDE EXTRA-MARINHA (OSE) E DE PROFISSIONAIS DE SAÚDE AUTÔNOMOS (PSA)";"";"Inexigibilidade de Licitação";"Não se aplica";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"781312";"CAPITANIA FLUVIAL DE MINAS GERAIS";"18/03/2022";"23/03/2022";"18/03/2022";"01/10/2023";"00401027000196";"NUCLEMINAS MEDICINA NUCLEAR LTDA";"100000,0000";"100000,0000";"000012021";"781312";"CAPITANIA FLUVIAL DE MINAS GERAIS";"7";"Inexigibilidade de Licitação"
"712021";"Objeto: SERVIÇO DE REVISÃO E ADAPTAÇÃO DOS MÓDULOS DE RESFRIAMENTO";"";"Inexigibilidade de Licitação";"Não se aplica";"52000";"Ministério da Defesa";"52221";"Indústria de Material Bélico do Brasil";"168006";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"11/03/2022";"23/03/2022";"11/03/2022";"10/03/2024";"29061722000138";"SDE STRUTECH DISTRIBUIDORA ESPECIALIZADA LTDA";"3524604,4100";"3524604,4100";"000242021";"168006";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"7";"Inexigibilidade de Licitação"
"15282022";"Objeto: CONTRATAÇÃO DE SEGURO DE RESPONSABILIDADE CIVIL PARA EVENTOS NO AUDITÓRIO/FOYER POUPEX, A FIM DE REPARAR DANOS INVOLUNTÁRIOS, PESSOAIS E/OU MATERIAIS CAUSADOS A TERCEIROS DURANTE A REALIZAÇÃO DE EVENTOS.";"";"Dispensa de Licitação";"Não se aplica";"52000";"Ministério da Defesa";"27201";"Fundação Habitacional do Exército";"168001";"FUND.HAB.EXERCITO - DIFERENCA DA INTEGRACAO";"03/03/2022";"10/03/2022";"07/03/2022";"07/03/2023";"32927303000140";"PROSEG ADMINISTRADORA E CORRETORA DE SEGUROS LTDA";"1304,2700";"1304,2700";"006602022";"168001";"FUND.HAB.EXERCITO - DIFERENCA DA INTEGRACAO";"6";"Dispensa de Licitação"
"12022";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE LAVANDERIA PARA LAVAR E PASSAR, COM APANHA E ENTREGA DE ROUPAS DE CAMA, MESA E BANHO PARA SER UTILIZADO NAS DEPENDÊNCIAS DO 5º ESQUADRÃO DE CAVALARIA MECANIZADO";"";"Dispensa de Licitação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160216";"5º ESQUADRAO DE CAVALARIA MECANIZADO";"23/03/2022";"25/03/2022";"23/03/2022";"22/03/2023";"28485404000131";"JOSE NEITON CARNEIRO 37462458934";"12220,4000";"12220,4000";"000012022";"160216";"5º ESQUADRAO DE CAVALARIA MECANIZADO";"6";"Dispensa de Licitação"
"52022";"Objeto: PRESTAÇÃO DE SERVIÇOS EM REGIME DE EXCLUSIVIDADE, DE ABASTECIMENTO DE AGUA TRATADA E/OU COLETA DE ESGOTO SANITÁRIO PARA AS UNIDADES USUÁRIAS ATENDIDAS PELO SAAE/GV, DO IMOVEL MATRICULA 251402.";"";"Inexigibilidade de Licitação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30202";"Fundação Nacional do Índio";"194019";"COORD.REG.DE MINAS GERAIS E ESPIRITO SANTO/MG";"08/03/2022";"29/03/2022";"22/03/2022";"22/03/2072";"20607735000195";"SERVICO AUTONOMO DE AGUA E ESGOTO";"5278,3800";"5278,3800";"000012022";"194019";"COORD.REG.DE MINAS GERAIS E ESPIRITO SANTO/MG";"7";"Inexigibilidade de Licitação"
"402022";"Objeto: O OBJETO É A PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA, INSTALAÇÃO E DESINSTALAÇÃO, DE EQUIPAMENTOS DE TELEFONIA PARA O IFC - CAMPUS BRUSQUE.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26422";"Instituto Federal Catarinense";"158125";"INSTITUTO FEDERAL CATARINENSE - REITORIA";"15/03/2022";"16/03/2022";"15/03/2022";"15/03/2023";"01992757000171";"TSM TECNOLOGIA E SISTEMAS DE MONITORAMENTO LTDA";"656590,0000";"656590,0000";"-3";"";"";"";""
"112022";"Objeto: AQUISIÇÃO DE GÁS LIQUEFEITO DE PETRÓLEO, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160020";"HOSPITAL MILITAR DE AREA DE MANAUS";"14/03/2022";"24/03/2022";"14/03/2022";"29/06/2022";"06090689000179";"L A FELIX";"38245,0000";"38245,0000";"-3";"";"";"";""
"82022";"Objeto: SERVIÇOS DE ASSINATURA PARA USO DE SOFTWARE ADOBE CREATIVE CLOUD FOR TEAMS ALL APPS (VERSÃO PARA INSTITUIÇÃO EDUCACIONAL), QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL.";"";"Pregão";"Não se aplica";"26000";"Ministério da Educação";"26424";"Instituto Federal do Tocantins";"158131";"INST.FED.DE EDUC.,CIENC.E TEC.DO TOCANTINS";"11/03/2022";"14/03/2022";"11/03/2022";"11/03/2025";"66582784000111";"MAPDATA-TECNOLOGIA,INFORMATICA E COMERCIO LTDA";"12408,0000";"12408,0000";"000012022";"158131";"INST.FED.DE EDUC.,CIENC.E TEC.DO TOCANTINS";"5";"Pregão"
"12022";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE DE CONEXÕES DE ALTA DISPONIBILIDADE À INTERNET (100 MBPS), TRATADAS COMO CONEXÕES DE 'BACKBONE REGIONAL', QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL; NO COLÉGIO MILITAR DE MANAUS.";"";"Pregão - Registro de Preço";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160016";"COMANDO DO COMANDO MILITAR DA AMAZONIA";"01/03/2022";"04/03/2022";"01/03/2022";"01/03/2023";"25125064000140";"FIOS TECNOLOGIA DA INFORMACAO EIRELI";"15629,9000";"15629,9000";"000012021";"160016";"COMANDO DO COMANDO MILITAR DA AMAZONIA";"-99";"Pregão - Registro de Preço"
"432022";"Objeto: EXECUÇÃO, PELA CONTRATADA, DE SERVIÇOS DE? SUBSTITUIÇÃO DE PEÇAS DE SUSTENTAÇÃO DE MADEIRA EM TELHADO, POR COLUNAS DE CONCRETO E FUNDAÇÃO COM SAPATAS DE CONCRETO, MATERIAL E MÃO DE OBRAS INCLUSOS, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NO TERMO DE REFERÊNCIA E NO LAUDO DA DEFESA CIVIL.";"";"Dispensa de Licitação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30202";"Fundação Nacional do Índio";"194074";"COORDENACAO REGIONAL MARANHAO/MA";"03/03/2022";"04/03/2022";"03/03/2022";"03/09/2022";"36170327000159";"L E DE SOUSA COMERCIO E SERVICOS EIRELI";"15700,0000";"15700,0000";"000372021";"194074";"COORDENACAO REGIONAL MARANHAO/MA";"6";"Dispensa de Licitação"
"200052021";"Objeto: PRESTAÇÃO DE SERVIÇOS DE ASSISTÊNCIA MÉDICO-HOSPITALAR.";"";"Inexigibilidade de Licitação";"Não se aplica";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120641";"BASE AEREA DE PORTO VELHO";"24/11/2021";"03/03/2022";"24/11/2021";"24/11/2022";"04039780000134";"AMICO LIMITADA";"500000,0000";"500000,0000";"000052021";"120630";"GRUPAMENTO DE APOIO DE MANAUS";"7";"Inexigibilidade de Licitação"
"62022";"Objeto: SERVIÇOS DE MANUTENÇÃO PREDIAL (ELÉTRICA, HIDROSSANITÁRIA/ÁGUAS PLUVIAIS, DE GÁS, DE PREVENÇÃO E COMBATE A INCÊNDIOS, SPDA E CIVIL), CORRETIVA E PREVENTIVA,  DE FORMA CONTÍNUA, COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA,NAS EDIFICAÇÕES E ÁREAS URBANIZADAS DO CAMPUS DE GOYTACAZES DA UFRRJ.";"";"Pregão";"Não se aplica";"26000";"Ministério da Educação";"26249";"Universidade Federal Rural do Rio de Janeiro";"153166";"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO";"04/02/2022";"09/03/2022";"07/02/2022";"07/02/2023";"04125492000100";"UNICOL CONSTRUTORA E SERVICOS LTDA";"479760,0000";"479760,0000";"000572021";"153166";"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO";"5";"Pregão"
"72022";"Objeto: CONTRATAÇÃO DE SERVIÇOS CONTINUADOS DE APOIO ADMINSTRATIVO (AUX DE ESCRITÓRIO), COM DISPONIBILIZAÇÃO DE MÃO DE OBRA EM REGIME DE DEDICAÇÃO EXCLUSIVA, QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO AO EDITAL";"";"Pregão - Registro de Preço";"Não se aplica";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170040";"SUPERINTENDENCIA REGIONAL DA RFB NA 3A RF";"23/03/2022";"24/03/2022";"01/04/2022";"31/03/2023";"06234467000182";"FUTURA SERVICOS PROFISSIONAIS ADMINISTRATIVOS EIRELI";"578560,8000";"636291,1200";"000192021";"170040";"SUPERINTENDENCIA REGIONAL DA RFB NA 3A RF";"-99";"Pregão - Registro de Preço"
"212022";"Objeto: AQUISIÇÃO DE 10 (DEZ) CAMAS ELÉTRICAS HOSPITALARES COM BALANÇA E GAVETA PARA FILME DE RAIO X PARA O HOSPITAL UNIVERSITÁRIO DE SANTA MARIA (HUSM-UFSM)";"";"Pregão - Registro de Preço";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155125";"HOSPITAL UNIVERSITARIO DE SANTA MARIA";"30/03/2022";"31/03/2022";"30/03/2022";"29/03/2027";"16861009000127";"LINET DO BRASIL COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS HOSPITALAR";"415000,0000";"415000,0000";"001382021";"155125";"HOSPITAL UNIVERSITARIO DE SANTA MARIA";"-99";"Pregão - Registro de Preço"
