"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"6092020";"Objeto: AQUISIÇÃO DE SISTEMA FOTOVOLTAICO, INCLUINDO TODA A MÃO OBRA ESPECIALIZADA PARA INSTALAÇÃO, TESTES E GARANTIAS, BEM COMO A AQUISIÇÃO DE EQUIPAMENTOS, PEÇAS, ESTRUTURAS, MATERIAIS E FORNECIMENTO DE DOCUMENTAÇÃO NECESSÁRIA JUNTO A CONCESSIONÁRIA DE ENERGIA ELÉTRICA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26235";"Universidade Federal de Goiás";"153052";"UNIVERSIDADE FEDERAL DE GOIAS";"24/12/2020";"26/01/2021";"24/12/2020";"23/04/2022";"22934158000171";"FLASH SOLUCOES EM IMPORTACAO E EXPORTACAO, PRODUTOS E SERVICOS EIRELI";"983300,0000";"983300,0000";"-3";"";"";"";""
"82020";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE AQUISIÇÃO DE DIREITO DE USO DE LICENÇAS DE SOFTWARES AUTODESK, DENOMINADO ARCHITECTURE ENGINEERING & CONSTRUCTION IC NEW SINGLE - USER ELD 3 - YEAR SUBSCRIPTION E AUTOCAD LT 2021 NEW SINGLE - USER 3 - YEAR SUBSCRIPTION, PARA USO DA SUPERINTENDÊNCIA DE INFRAESTRUTURA (SINFRA), DA UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB).";"";"Pregão";"Não se aplica";"26000";"Ministério da Educação";"26240";"Universidade Federal da Paraíba";"153066";"SUPERINTENDENCIA DE ORCAMENTO E FINANCAS/UFPB";"21/12/2020";"25/01/2021";"21/12/2020";"21/12/2023";"21748841000151";"TECNETWORKING SERVICOS E SOLUCOES EM TI LTDA";"552999,9000";"552999,9000";"000012020";"153066";"SUPERINTENDENCIA DE ORCAMENTO E FINANCAS/UFPB";"5";"Pregão"
"42020";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE GESTÃO DE FROTAS, COM A INTERMEDIAÇÃO, ADMINISTRAÇÃO E IMPLANTAÇÃO DE UM SISTEMA INFORMATIZADO E INTEGRADO, COM UTILIZAÇÃO DE CARTÃO MAGNÉTICO OU MICROPROCESSADO DE GERENCIAMENTO DE FROTA DE VEÍCULOS, PARA O GERENCIAMENTO DA PRESTAÇÃO DE SERVIÇOS DE ABASTECIMENTO, MANUTENÇÃO PREVENTIVA E CORRETIVA, COM BANDEIRA EM CARTÃO E REDE DE ATENDIMENTO.";"";"Pregão";"Não se aplica";"26000";"Ministério da Educação";"26405";"Instituto Federal do Ceará";"158323";"CAMPUS CANINDE/IFCE";"11/02/2020";"20/01/2021";"21/02/2020";"21/02/2023";"12039966000111";"LINK CARD ADMINISTRADORA DE BENEFICIOS EIRELI";"118540,5000";"148175,6300";"000032019";"158323";"CAMPUS CANINDE/IFCE";"5";"Pregão"
"462020";"Informação protegida por sigilo nos termos da legislação vigente";"Fundamento Legal: Lei 8.666/93";"Pregão";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200334";"COORDENACAO GERAL DE ADMINISTRACAO CGAD/DLOG/";"30/12/2020";"04/01/2021";"30/12/2020";"30/12/2021";"-11";"Sigiloso";"122920,0000";"122920,0000";"000252020";"200334";"COORDENACAO GERAL DE ADMINISTRACAO CGAD/DLOG/";"5";"Pregão"
"1252020";"Objeto: DEDETIZAÇÃO (DESINSETIZAÇÃO, DESRATIZAÇÃO E DESCUPINIZAÇÃO) COM EMPREGO DE MÃO DE OBRA QUALIFICADA E FORNECIMENTO DE TODO MATERIAL DE CONSUMO, MÁQUINAS E EQUIPAMENTOS, FERRAMENTAS E UTENSÍLIOS NECESSÁRIOS À PERFEITA EXECUÇÃO DOS SERVIÇOS, DESTINADOS A SUPRIR AS NECESSIDADES DA UNIDADE OPERACIONAL NO ESTADO DE RORAIMA, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NO TERMO DE REFERÊNCIA";"";"Pregão";"Não se aplica";"41000";"Ministério das Comunicações";"41231";"Agêncial Nacional de Telecomunicações";"413012";"AGENCIA NACIONAL DE TELECOMUNICACOES-AM";"26/01/2021";"29/01/2021";"26/01/2021";"27/05/2024";"04824261000187";"ALFAMA COMERCIO E SERVICOS LTDA.";"48375,4000";"48375,4000";"000032020";"413012";"AGENCIA NACIONAL DE TELECOMUNICACOES-AM";"5";"Pregão"
"1932014";"Objeto: LOCAÇÃO DE IMÓVEL SITUADO NO ENDEREÇO AV. INDUSTRIAL 300, S/N°, BAIRRO INDUSTRIAL, NO MUNICÍPIO DE TUCUMÃ, ESTADO DO PARÁ, OBJETO DA MATRÍCULA N° 1.010, DO CARTÓRIO DE REGISTRO DE IMÓVEIS DA COMARCA DE TUCUMÃ-PA, PARA ABRIGAR A S INSTALAÇÕES DA FUNDAÇÃO NACIONAL DO ÍNDIO/COORDENAÇÃO REGIONAL KAYAPÓ SUL DO PARÁ.";"";"Dispensa de Licitação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30202";"Fundação Nacional do Índio";"194044";"COORDENACAO REG. KAYAPO SUL DO PARA/PA";"05/11/2014";"22/01/2021";"02/01/2015";"02/01/2023";"27593703053";"ISAQUE MENEZES";"192000,0000";"190800,0000";"000622014";"194044";"COORDENACAO REG. KAYAPO SUL DO PARA/PA";"6";"Dispensa de Licitação"
"112018";"Objeto: CONCESSÃO ONEROSA DE USO DO ESPAÇO FÍSICO DESTINADO À IMPLANTAÇÃO E EXPLORAÇÃO DE SERVIÇOS DE LANCHONETE, COM ÁREA TOTAL DE 45,62M², NO CAMPUS REITOR EDGARD SANTOS, DA UNIVERSIDADE FEDERAL DO OESTE DA BAHIA-UFOB, LOCALIZADO NA RUA DA PRAINHA, Nº1316, MORADA NOBRE, BARREIRAS-BA, CEP 47.810-047, VISANDO O ATENDIMENTO AOS DISCENTES E SERVIDORES DA UFOB E AO PÚBLICO EM GERAL.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26447";"Universidade Federal do Oeste da Bahia";"158717";"UNIVERSIDADE FEDERAL DO OESTE DA BAHIA";"12/03/2018";"21/01/2021";"12/03/2018";"25/12/2024";"08356019000187";"MGS ALIMENTOS LTDA";"16263,0000";"18705,9600";"-3";"";"";"";""
"2822020";"Objeto: Serviço de assessoria em propriedade intelectual, de forma continuada, para o auxílio à realização adequada de buscas de anterioridades de patentes, resultando na avaliação do potencial de depósito de pedido de patente/modelo de utilidade, redação do pedido de patente, assessoria técnica/consultoria técnica em despachospublicados pelo INPI relativos aos processos de propriedade intelectual gerenciada pela UFSC e consultoria técnica em casos que envolvam potencial depósito/registro de ativo para UFSC.";"Fundamento Legal: Lei 8666/93.";"Pregão";"Publicado";"26000";"Ministério da Educação";"26246";"Universidade Federal de Santa Catarina";"153163";"UNIVERSIDADE FEDERAL DE SANTA CATARINA";"29/12/2020";"04/01/2021";"01/03/2021";"01/03/2022";"07893198000129";"MANSUR MURAD ADVOGADOS";"247099,9900";"247099,9900";"002992020";"153163";"UNIVERSIDADE FEDERAL DE SANTA CATARINA";"5";"Pregão"
"5702020";"Objeto: AQUISIÇÃO DE COMPUTADORES PORTÁTEIS (NOTEBOOKS) DE USO CORPORATIVO, COM GARANTIA E SUPORTE TÉCNICO ON-SITE DE 36 (TRINTA E SEIS) MESES, PARA ATENDIMENTO ÀS NECESSIDADES DO INPE.";"";"Pregão - Registro de Preço";"Não se aplica";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"240106";"INSTITUTO NACIONAL DE PESQ. ESPECIAIS-INPE";"06/01/2021";"27/01/2021";"06/01/2021";"06/07/2024";"03619767000515";"TORINO INFORMATICA LTDA..";"798000,0000";"798000,0000";"000232020";"";"";"";""
"32009";"Informação protegida por sigilo nos termos da legislação vigente";"";"Dispensa de Licitação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200404";"SUPERINTENDENCIA REGIONAL NO ESTADO DE TO";"31/03/2009";"26/01/2021";"31/03/2009";"31/03/2022";"-11";"Sigiloso";"96000,0000";"96000,0000";"000082020";"200404";"SUPERINTENDENCIA REGIONAL NO ESTADO DE TO";"6";"Dispensa de Licitação"
"202020";"Objeto: O PRESENTE INSTRUMENTO TEM POR OBJETO A CONTRATAÇÃO DE PRODUTOS E SERVIÇOS POR MEIO DE PACOTE DE SERVIÇOS DOS CORREIOS MEDIANTE ADESÃO AO TERMO DE CONDIÇÕES COMERCIAIS E ANEXOS, QUANDO CONTRATADOS SERVIÇOS ESPECÍFICOS, QUE PERMITE A COMPRA DE PRODUTOS E ULIZAÇÃO DOS DIVERSOS SERVIÇOS DOS CORREIOS POR MEIO DOS CANAIS DE ATENDIMENTO DISPONIBILIZADOS.";"";"Dispensa de Licitação";"Não se aplica";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"240101";"COORDENACAO-GERAL DE RECURSOS LOGISTICOS";"30/12/2020";"11/01/2021";"30/12/2020";"30/12/2023";"34028316000707";"EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS";"843743,0000";"843743,0000";"000172020";"240101";"COORDENACAO-GERAL DE RECURSOS LOGISTICOS";"6";"Dispensa de Licitação"
"32021";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200338";"SUPERINTENDENCIA REGIONAL NO DISTRITO FEDERAL";"12/01/2021";"22/01/2021";"12/01/2021";"12/01/2022";"-11";"Sigiloso";"168880,0000";"168880,0000";"-3";"";"";"";""
"72021";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE OUTSOURCING DE IMPRESSÃO, CONSISTINDO NA REPRODUÇÃO DE DOCUMENTOS (IMPRESSÃO E CÓPIAS) E DIGITALIZAÇÃO, NA MODALIDADE FRANQUIA DE PÁGINAS MAIS EXCEDENTE, COM FORNECIMENTO DE EQUIPAMENTOS, SISTEMA DE GERENCIAMENTO, BILHETAGEM DA SOLUÇÃO INSTALADA, MANUTENÇÃO PREVENTIVA E CORRETIVA DOS EQUIPAMENTOS COM SUBSTITUIÇÃO DE PEÇAS E FORNECIMENTO DE INSUMOS ORIGINAIS (EXCETO PAPEL), PARA ATENDIMENTO À ESTRUTURA ORGANIZACIONAL DO MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO (MAPA), QU";"";"Pregão - Registro de Preço";"Não se aplica";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"130005";"COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA";"12/01/2021";"15/01/2021";"12/01/2021";"12/01/2025";"07432517000107";"SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA";"4304248,3200";"4598568,4800";"000122020";"130005";"COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA";"-99";"Pregão - Registro de Preço"
"372020";"Objeto: REGIME DIFERENCIADO DE CONTRATAÇÃO DE REALIZAÇÃO DE OBRAS E REFORMAS DA ETAPA 1, PARA MELHORIAS DE INFRAESTRUTURA E RECUPERAÇÃO DO COMPLEXO DA SEDE DA SPRF/RJ, LOCALIZADO ÀS MARGENS DA BR 116 - KM 163, NO BAIRRO VIGÁRIO GERAL NA CIDADE DO RIO DE JANEIRO, ESPECIFICADOS NO PROJETO BÁSICO E SEUS ANEXOS, COM FORNECIMENTO DE MATERIAIS, PEÇAS, MATERIAIS E MÃO-DE-OBRA?, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO PROJETO BÁSICO E DEMAIS DOCUMENTOS TÉCNICOS QUE SE ENCONTRAM ANEXOS AO EDITAL DO CER";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200116";"SUPERINTENDENCIA DA PRF NO RIO DE JANEIRO";"31/12/2020";"08/01/2021";"31/12/2020";"26/12/2021";"02149434000183";"RL2 ENGENHARIA LTDA";"7199031,2800";"7199031,2800";"-3";"";"";"";""
"102020";"Objeto: Aquisição de gêneros alimentícios da agricultura familiar para alimentação escolar.";"Fundamento Legal: Lei 11947";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26403";"Instituto Federal do Amazonas";"158562";"IFAM - CAMPUS PRESIDENTE FIGUEIREDO";"29/12/2020";"05/01/2021";"29/12/2020";"29/12/2021";"32527986000149";"COOPERATIVA AGROPECUARIA INDUSTRIAL PESQUEIRA E ARTESANAL DO AMAZONAS - COOPAIPA";"55886,6800";"55886,6800";"000122020";"158562";"IFAM - CAMPUS PRESIDENTE FIGUEIREDO";"6";"Dispensa de Licitação"
