"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"662022";"Objeto: CREDENCIAMENTO DE ORGANIZAÇÕES DE SAÚDE EXTRA-MARINHA (OSE) E DE PROFISSIONAIS DE SAÚDE AUTÔNOMOS (PSA)";"";"Inexigibilidade de Licitação";"Não se aplica";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"781312";"CAPITANIA FLUVIAL DE MINAS GERAIS";"18/04/2022";"25/04/2022";"18/04/2022";"01/04/2023";"65170185000128";"FISIOCENTER SOCIEDADE SIMPLES";"600000,0000";"600000,0000";"000012021";"781312";"CAPITANIA FLUVIAL DE MINAS GERAIS";"7";"Inexigibilidade de Licitação"
"32022";"Objeto: CONTRATAÇÃO DE SERVIÇO DE LOCAÇÃO DE VEÍCULOS, SEM MOTORISTA PARA TRANSPORTE DE PASSAGEIROS E/OU MATERIAIS NO ESTADO DO MARANHÃO.";"";"Pregão";"Não se aplica";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114608";"UNIDADE ESTADUAL DO IBGE NO MARANHAO";"18/03/2022";"05/04/2022";"01/04/2022";"01/04/2023";"16670085000155";"LOCALIZA RENT A CAR SA";"368128,8000";"368128,8000";"000012022";"114608";"UNIDADE ESTADUAL DO IBGE NO MARANHAO";"5";"Pregão"
"92022";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS CONTINUADOS DE CONDUÇÃO, POR MOTORISTA CATEGORIA 'D', COM DISPONIBILIZAÇÃO DE MÃO DE OBRA EM REGIME DE DEDICAÇÃO EXCLUSIVA, QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL.";"";"Pregão - Registro de Preço";"Não se aplica";"26000";"Ministério da Educação";"26433";"Instituto Federal do Rio de Janeiro";"158488";"CAMPUS VOLTA REDONDA";"27/04/2022";"28/04/2022";"09/05/2022";"09/05/2023";"10874523000110";"OBJETIVA SERVICOS TERCEIRIZADOS EIRELI";"129800,0000";"129800,0000";"000032021";"158484";"CAMPUS PARACAMBI";"-99";"Pregão - Registro de Preço"
"22022";"Objeto: SERVIÇOS CONTINUADOS DE TELEFONIA FIXA";"";"Pregão";"Não se aplica";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170183";"DELEGACIA DA RFB EM SANTA MARIA";"12/04/2022";"13/04/2022";"20/04/2022";"20/12/2023";"02558157000162";"TELEFONICA BRASIL S.A.";"39826,6000";"39826,6000";"000022022";"170183";"DELEGACIA DA RFB EM SANTA MARIA";"5";"Pregão"
"22022";"Informação protegida por sigilo nos termos da legislação vigente";"";"Pregão";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200366";"DELEGACIA DE POLICIA FEDERAL EM FOZ DO IGUACU";"08/03/2022";"27/04/2022";"09/03/2022";"09/03/2023";"-11";"Sigiloso";"109809,0000";"109809,0000";"000142021";"200366";"DELEGACIA DE POLICIA FEDERAL EM FOZ DO IGUACU";"5";"Pregão"
"162022";"Objeto: CONTRATAÇÃO DA OBRA DE ENGENHARIA DE CONSTRUÇÃO DO CENTRO DE BIOTERISMO 3ª ETAPA - CENTRO DE BIOCIÊNCIAS (CB) DO CAMPUS RECIFE DA UFPE";"";"Tomada de Preços";"Não se aplica";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"04/04/2022";"29/04/2022";"04/04/2022";"06/05/2023";"10978682000165";"PLINIO CAVALCANTI & CIA LTDA";"2187154,9700";"2577628,0900";"000022021";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"2";"Tomada de Preços"
"82022";"Objeto: CONTRATAÇÃO DE SERVIÇO DE CALIBRAÇÃO EM 371 (TREZENTOS E SETENTA E UM) INSTRUMENTOS (APARELHOS, DISPOSITIVOS, EQUIPAMENTOS E SENSORES DE USO EM LABORATÓRIO), PARA MONITORAMENTO DE PARÂMETROS DO AMBIENTE E DE OPERAÇÃO NO CENTRO DE RADIOFARMÁCIA DO IPEN/CNEN,";"";"Pregão";"Não se aplica";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"31/03/2022";"04/04/2022";"04/04/2022";"04/04/2023";"96513486000130";"MEC Q COMERCIO E SERVICOS DE METROLOGIA INDUSTRIAL LTDA";"46238,4400";"47308,3300";"000122022";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"5";"Pregão"
"252022";"Objeto: SERVIÇOS DE TRANSPORTE DE CARGA GERAL, FRACIONADA OU LOTAÇÃO (CARGA FECHADA), POR VIA RODOVIÁRIA, PARA ENTREGA PORTA A PORTA, DA CIDADE DO RIO DE JANEIRO PARA LOCALIDADES NO TERRITÓRIO NACIONAL, PODENDO, TAMBÉM, ATENDER O FLUXO INVERSO, ISTO É, REALIZAR O TRANSPORTE DE CARGA DESSAS CIDADES PARA A CIDADE DO RIO DE JANEIRO, QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL.";"";"Pregão";"Não se aplica";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"771100";"BASE DE ABASTEC. DA MARINHA NO RIO DE JANEIRO";"26/04/2022";"29/04/2022";"26/04/2022";"26/04/2023";"04927139000136";"BSB TRANSPORTE RODOVIARIO E LOGISTICA LTDA";"786315,9000";"786315,9000";"000172021";"771100";"BASE DE ABASTEC. DA MARINHA NO RIO DE JANEIRO";"5";"Pregão"
"32022";"Objeto: SERVIÇOS DE LOCAÇÃO DE MÁQUINAS COPIADORAS QUE PERMITA O ACESSO A IMPRESSÃO, REPRODUÇÃO E DIGITALIZAÇÃO DE DOCUMENTOS, COM MATERIAL DE CONSUMO INCLUSO (TONER, CILINDRO E OUTROS) EXCETO PAPEL, COM ASSISTÊNCIA TÉCNICA DURANTE O PERÍODO CONTRATUAL INCLUINDO PEÇAS DE REPOSIÇÃO E MÃO DE OBRA TÉCNICA, QUE SERÃOPRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL";"";"Pregão - Registro de Preço";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160015";"COMANDO 2 GRUPAMENTO ENGENHARIA";"01/04/2022";"04/04/2022";"15/04/2022";"15/04/2023";"05630085000105";"VICMA COMERCIO DE EQUIPAMENTOS PARA ESCRITORIO LTDA";"4776,0000";"4776,0000";"000402021";"160015";"COMANDO 2 GRUPAMENTO ENGENHARIA";"-99";"Pregão - Registro de Preço"
"12022";"Objeto: AQUISIÇÃO DE MÓVEIS PLANEJADOS PARA O PRÓPRIO NACIONAL RESIDENCIAL (PNR) FUNCIONAL DO COMANDANTE DA 5ª REGIÃO MILITAR SITUADO NA RUA GUTEMBERG, 255 - BATEL - CURITIBA/PR.";"";"Pregão";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160192";"BASE DE ADMINISTRACAO E APOIO DA 5ª RM";"12/04/2022";"26/04/2022";"18/04/2022";"30/10/2022";"21457714000101";"COMPENSADOS SCHROEDER LTDA";"12864,0000";"12864,0000";"000492021";"160192";"BASE DE ADMINISTRACAO E APOIO DA 5ª RM";"5";"Pregão"
