"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"90082021";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE MANUTENÇÃO CORRETIVA EM INSTALAÇÕES DE GASES ESPECIAIS, AR COMPRIMIDO E GLP";"";"Pregão";"Não se aplica";"32000";"Ministério de Minas e Energia";"32205";"Agência Nacional do Petróleo, Gás Natural e B";"323031";"ESCRITORIO CENTRAL DA ANP";"02/06/2021";"08/06/2021";"02/06/2021";"02/12/2021";"18297249000176";"MAGNOTEC COMERCIO DE EQUIPAMENTOS LTDA";"184872,0000";"184872,0000";"000062021";"323031";"ESCRITORIO CENTRAL DA ANP";"5";"Pregão"
"52021";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DO SISTEMA DE TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA POTÁVEL DO INCQS, COM FORNECIMENTOS DE ORTOPOLIFOSFATO A 30% E HIPOCLORITO DE SÓDIO A 12%, AFERIÇÃO E CALIBRAÇÃO DAS BOMBAS DOSADORAS E RETIRADA E SUBSTITUIÇÃO DO LEITO FILTRANTE DE ENTRADA, QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL.";"";"Pregão";"Não se aplica";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254448";"INSTITUTO NAC. DE CONTROLE E QUALID. EM SAUDE";"08/06/2021";"11/06/2021";"08/06/2021";"08/06/2023";"00077927000120";"TARPON COMERCIO DE EQUIPAMENTOS E MANUTENCOES LTDA";"108000,0000";"108000,0000";"000012021";"254448";"INSTITUTO NAC. DE CONTROLE E QUALID. EM SAUDE";"5";"Pregão"
"52021";"Objeto: CONTRATAÇÃO REMANESCENTE DO PREGÃO Nº 01/2020, DOS SERVIÇOS CONTINUADOS DE LIMPEZA E CONSERVAÇÃO, COM DISPONIBILIZAÇÃO DE MÃO DE OBRA EM REGIME DE DEDICAÇÃO EXCLUSIVA";"";"Dispensa de Licitação";"Não se aplica";"26000";"Ministério da Educação";"26450";"Universidade Federal do Sul da Bahia";"158720";"UNIVERSIDADE FEDERAL DO SUL DA BAHIA";"28/06/2021";"30/06/2021";"28/06/2021";"28/02/2025";"19048341000165";"IMASTER SERVICOS EIRELI";"2523433,9500";"6885848,7000";"000132021";"158720";"UNIVERSIDADE FEDERAL DO SUL DA BAHIA";"6";"Dispensa de Licitação"
"32018";"Objeto: MANUTENÇÃO PREVENTIVA E CORRETIVA DE 02(DOIS) ELEVADORES";"";"Inexigibilidade de Licitação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160315";"CENTRO DE CAP.FISIC.DO EXERCIT. FORT.SAO JOAO";"01/07/2019";"09/06/2021";"01/07/2019";"30/06/2021";"05913313000154";"ELEVATOR MANUTENCAO E CONSERVACAO DE ELEVADORES LTDA";"21600,0000";"23179,6800";"000052018";"160315";"CENTRO DE CAP.FISIC.DO EXERCIT. FORT.SAO JOAO";"7";"Inexigibilidade de Licitação"
"1002021";"Objeto: AQUISIÇÃO DE EQUIPAMENTOS DE USO LABORATORIAL";"";"Pregão";"Não se aplica";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"257003";"INSTITUTO EVANDRO CHAGAS";"15/06/2021";"25/06/2021";"15/06/2021";"05/02/2022";"10378106000187";"COLUMBIA COMERCIAL DE EQUIPAMENTOS EIRELI";"63450,0000";"63450,0000";"000142021";"257003";"INSTITUTO EVANDRO CHAGAS";"5";"Pregão"
"122021";"Objeto: CESSÃO DE USO A TÍTULO ONEROSO DE ÁREA ÚTIL DE 215,55 M² LOCALIZADA NO IMÓVEL DE PROPRIEDADE DA UNIÃO, PRÉDIO LOCALIZADA NA ÁREA INTERNA DA ALA 11.";"";"Pregão";"Não se aplica";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120645";"GRUPAMENTO DE APOIO DO GALEAO";"21/06/2021";"22/06/2021";"21/06/2021";"21/06/2023";"90400888000142";"BANCO SANTANDER (BRASIL) S.A.";"92640,0000";"102556,4400";"000222021";"120645";"GRUPAMENTO DE APOIO DO GALEAO";"5";"Pregão"
"162021";"Objeto: CONTRATAÇÃO DE SERVIÇOS CONTINUADOS DE SERVIÇOS DE BRIGADA DE INCÊNDIO, FORMADA POR BOMBEIROS PROFISSIONAIS CIVIS, PARA EXERCER ATIVIDADES DE PREVENÇÃO E COMBATE A INCÊNDIO E PRIMEIROS SOCORROS DE FORMA CONTÍNUA, NAS DEPENDÊNCIAS DO EDIFÍCIO JOSEPH GIRE, LOCALIZADO NA PRAÇA MAUÁ, Nº 07 - CENTRO, COM DISPONIBILIZAÇÃO DE MÃO DE OBRA EM REGIME DE DEDICAÇÃO EXCLUSIVA, QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL.";"";"Pregão";"Não se aplica";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170114";"SUPERINTENDENCIA REG.ADM.DO ME-RIO DE JANEIRO";"22/06/2021";"28/06/2021";"22/06/2021";"21/06/2022";"01229958000111";"ATAC-FIRE SEGURANCA CONTRA INCENDIO LTDA";"483999,9600";"505628,2800";"000042021";"170114";"SUPERINTENDENCIA REG.ADM.DO ME-RIO DE JANEIRO";"5";"Pregão"
"712021";"Objeto: AQUISIÇÃO DE MATERIAIS PARA MANUTENÇÃO DE VIATURAS";"";"Pregão - Registro de Preço";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160113";"4 BATALHAO DE ENGENHARIA DE COMBATE";"10/05/2021";"09/06/2021";"10/05/2021";"10/05/2022";"27405792000130";"MEDICAM PECAS E SERVICOS AUTOMOTIVOS LTDA";"548,0000";"548,0000";"000142020";"160113";"4 BATALHAO DE ENGENHARIA DE COMBATE";"-99";"Pregão - Registro de Preço"
"82021";"Objeto: AQUISIÇÃO DE MATERIAL MÉDICO-HOSPITALAR (MMH) EM CARÁTER EMERGENCIAL PARA AÇÕES E MEDIDAS DE CONTROLE E PREVENÇÃO AOS NOSSOS ASSISTIDOS INDÍGENAS E EQUIPE MULTIDISCIPLINAR DE SAÚDE INDÍGENA (EMSI) DIANTE A PANDEMIA DA COVID-19, PARA ATENDER TODAS AS UNIDADES DE ABRANGÊNCIA DO DISTRITO SANITÁRIO ESPECIAL INDÍGENA RIO TAPAJÓS- DSEI RT.";"";"Dispensa de Licitação";"Não se aplica";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"257045";"DISTRITO SANIT.ESP.INDIGENA - TAPAJOS";"02/06/2021";"14/06/2021";"02/06/2021";"29/11/2021";"29078442000132";"SANTOS & LEITE LTDA";"43535,0000";"43535,0000";"000022021";"257045";"DISTRITO SANIT.ESP.INDIGENA - TAPAJOS";"6";"Dispensa de Licitação"
"1372021";"Objeto: AQUISIÇÃO DE MÁSCARA CIRÚRGICA, NÃO TECIDO, 3 CAMADAS, PREGAS HORIZONTAIS, ATÓXICA, COM ELÁSTICO, CLIP NASAL EMBUTIDO, HIPOALERGÊNICA, DESCARTÁVEL";"";"Pregão - Registro de Preço";"Não se aplica";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250005";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"09/06/2021";"11/06/2021";"09/06/2021";"09/06/2022";"07396733000136";"MARINGA HOSPITALAR DISTR. DE MEDICAMENTOS E CORRELATOS LTDA";"203600,0000";"203600,0000";"000272021";"250005";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"-99";"Pregão - Registro de Preço"
