"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"292021";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA EXECUÇÃO DE SERVIÇOS DE LIMPEZA INTERNA, VISANDO À OBTENÇÃO DE ADEQUADAS CONDIÇÕES DE SALUBRIDADE E HIGIENE, COM A DISPONIBILIDADE DE MÃO  DE OBRA, MATERIAIS, UTENSÍLIOS E EQUIPAMENTOS, PARA ATENDER ÀS NECESSIDADES DO CAMPUS VALENÇA DO CEFET/RJ";"";"Pregão";"Não se aplica";"26000";"Ministério da Educação";"26256";"Centro Federal de Educação Tecnológica Celso ";"153010";"CENTRO FED.DE EDUC.TECNOL.CELSO S.DA FONSECA";"11/01/2022";"12/01/2022";"11/01/2022";"11/01/2023";"16963926000112";"EURO SERVICE LTDA";"153170,0400";"176580,1200";"000072021";"153010";"CENTRO FED.DE EDUC.TECNOL.CELSO S.DA FONSECA";"5";"Pregão"
"110282016";"Objeto: CONTRATO DE LOCAÇÃO DE IMÓVEL DE TERCEIROS PARA O FUNCIONAMENTO DA AGÊNCIA DA PREVIDÊNCIA SOCIAL CAMBUÍ, A QUAL É VINCULADA À GERÊNCIA EXECUTIVA DO INSS EM POÇOS DE CALDAS";"";"Dispensa de Licitação";"Não se aplica";"40000";"Ministério do Trabalho";"37202";"Instituto Nacional do Seguro Social";"510180";"SUPERINTENDENCIA REGIONAL SUDESTE II";"31/10/2016";"27/01/2022";"01/11/2016";"31/10/2019";"18416713634";"ADMAR FARIA DA FONSECA";"59400,0000";"59400,0000";"000042016";"511853";"GERENCIA EXECUTIVA POCOS DE CALDAS";"6";"Dispensa de Licitação"
"1012021";"Objeto: CREDENCIAMENTO DE SERVIÇO AUTÔNOMO PARA COLETA, TRANSPORTE E DISTRIBUIÇÃO DE ÁGUA POTÁVEL NO SEMIÁRIDO BRASILEIRO, CREDENCIAMENTO POR 12 (DOZE) MESES E CONTRATAÇÃO POR 04 MESES (MEDIANTE SORTEIO) PARA TRABALHAR NOS MESES DE JANEIRO, FEVEREIRO, MARÇO E ABRIL 2022.";"";"Inexigibilidade de Licitação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160028";"35º BATALHAO DE INFANTARIA";"27/10/2021";"21/01/2022";"01/01/2022";"30/04/2022";"32053654880";"VAGNER ARAUJO SOUZA";"88000,0000";"88000,0000";"000042021";"160028";"35º BATALHAO DE INFANTARIA";"7";"Inexigibilidade de Licitação"
"232021";"Objeto: CONTRATAÇÃO DE SERVIÇO DE GARANTIA E SUPORTE TÉCNICO COM EVOLUÇÃO TECNOLÓGICA DOS APPLIANCES ASI-HSM AHX5 KNET CRYPTOGRAPHIC MUDULE (HSM KNET) PARA A AUTORIDADE CERTIFICADORA DE DEFESA (AC DEFESA), PELO PERÍODO DE 12 (DOZE) MESES, QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO PROJETO BÁSICO";"";"Inexigibilidade de Licitação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160091";"CENTRO INTEGRADO DE TELEMATICA DO EXERCITO";"22/12/2021";"12/01/2022";"22/12/2021";"21/12/2022";"05761098000113";"KRYPTUS SEGURANCA DA INFORMACAO S.A.";"120000,0000";"120000,0000";"000112021";"160091";"CENTRO INTEGRADO DE TELEMATICA DO EXERCITO";"7";"Inexigibilidade de Licitação"
"2062021";"Objeto: CONTRATAÇÃO DA FUNDAÇÃO DE APOIO PARA GERENCIAR OS RECURSOS ORIUNDOS DO TERMO DE EXECUÇÃO DESCENTRALIZADA - TED 06/2021/MDR-SEDEC";"";"Dispensa de Licitação";"Não se aplica";"26000";"Ministério da Educação";"26282";"Universidade Federal de Viçosa";"154051";"UNIVERSIDADE FEDERAL DE VICOSA";"23/12/2021";"28/01/2022";"23/12/2021";"29/08/2023";"02414568000184";"FUNDACAO FACEV";"718018,0000";"718018,0000";"000282021";"154051";"UNIVERSIDADE FEDERAL DE VICOSA";"6";"Dispensa de Licitação"
"132021";"Objeto: CONTRATAÇÃO DE EMPRESAS ESPECIALIZADAS PARA REALIZAÇÃO DA MANUTENÇÃO DOS BANHEIROS DO PRÉDIO DO COMANDO DA BASE AÉREA DE PORTO VELHO (BAPV), CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE INSTRUMENTO E SEUS ANEXOS:";"";"Pregão";"Não se aplica";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120641";"BASE AEREA DE PORTO VELHO";"13/01/2022";"18/01/2022";"18/01/2022";"18/09/2022";"09520005000110";"VISAO EMPRESARIAL LTDA";"193744,0000";"193744,0000";"000512021";"120641";"BASE AEREA DE PORTO VELHO";"5";"Pregão"
"342021";"Objeto: AQUISIÇÃO EVENTUAL E FUTURA DE BENS PERMANENTES AO HOSPITAL UNIVERSITÁRIO DA GRANDE DOURADOS";"";"Pregão - Registro de Preço";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155016";"EBSERH HU-UFGD";"04/01/2022";"07/01/2022";"07/01/2022";"08/01/2023";"33554685000177";"LABINFARMA INDUSTRIA E COMERCIO DE EQUIPAMENTOS MEDICOS HOSPITALARES LTDA";"60400,0000";"60400,0000";"000322021";"155016";"EBSERH HU-UFGD";"-99";"Pregão - Registro de Preço"
"12022";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA, QUE SERÁ PRESTADO NACONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA E DEMAIS DOCUMENTOS TÉCNICOS QUE SE ENCONTRAM ANEXO AOEDITAL.";"";"Pregão - Registro de Preço";"Não se aplica";"26000";"Ministério da Educação";"26429";"Instituto Federal de Educação, Ciência e Tecn";"158640";"INST.FED.DE GOIAS/CAMPUS AGUAS LINDAS";"05/01/2022";"10/01/2022";"07/01/2022";"07/01/2023";"23170931000133";"MURANO CONSTRUCOES LTDA";"190830,9000";"190830,9000";"000072021";"158124";"IF GOIANO";"-99";"Pregão - Registro de Preço"
"11102021";"Objeto: OBRA DE CONSTRUÇÃO DO EDIFÍCIO DO INSTITUTO DE ARTES - IDA, LOCALIZADO NO SETOR SUL DO CAMPUS UNIVERSITÁRIO DARCY RIBEIRO, DA UNIVERSIDADE DE BRASÍLIA, EM BRASÍLIA/DF";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26271";"Fundação Universidade de Brasília";"154040";"FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"27/12/2021";"04/01/2022";"28/12/2021";"28/04/2024";"05275229000152";"G.C.E S/A";"20785637,1800";"20785637,1800";"-3";"";"";"";""
"1312021";"Objeto: SERVIÇOS DE CONFECÇÃO DO SISTEMA COMPLEMENTAR DE SINALIZAÇÃO VISUAL E TÁTIL, INTERNA E EXTERNA PARA O COMANDO DA 1ª REGIÃO MILITAR.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160298";"COMANDO DA 1 REGIAO MILITAR";"30/11/2021";"11/01/2022";"30/11/2021";"30/11/2022";"03622354000166";"CARPLAC COMERCIO E SERVICOS LTDA";"68200,0000";"68200,0000";"-3";"";"";"";""
